geonames datasets sourced from geonames.org under opensource attribution license
geonames datasets downloaded from https://data.opendatasoft.com
opendatasoft dataset identifier geonames-all-cities-with-a-population-1000@public
opensoft url https://data.opendatasoft.com/explore/dataset/geonames-all-cities-with-a-population-1000%40public/information/
This file is extracted from the download
"CITY_NAME"|"CITY_NAME_UNICODE"|"COUNTRY_CODE"|"COUNTRY_NAME"|"POPULATION"|"TIME_ZONE_NAME"|"LATITUDE"|"LONGITUDE"
"Trento"|"Trento"|"IT"|"Italy"|120709|"Europe/Rome"|"46.06787"|"11.12108"
"Trentola-Ducenta"|"Trentola-Ducenta"|"IT"|"Italy"|17056|"Europe/Rome"|"40.97517"|"14.1749"
"Trenzano"|"Trenzano"|"IT"|"Italy"|5189|"Europe/Rome"|"45.47728"|"10.01066"
"Treponti"|"Treponti"|"IT"|"Italy"|2044|"Europe/Rome"|"45.36727"|"11.70905"
"Treppo Carnico"|"Treppo Carnico"|"IT"|"Italy"|555|"Europe/Rome"|"46.53323"|"13.04292"
"Treppo Grande"|"Treppo Grande"|"IT"|"Italy"|1129|"Europe/Rome"|"46.19988"|"13.1535"
"Trepuzzi"|"Trepuzzi"|"IT"|"Italy"|14141|"Europe/Rome"|"40.40535"|"18.07625"
"Trequanda"|"Trequanda"|"IT"|"Italy"|452|"Europe/Rome"|"43.18749"|"11.66818"
"Tres"|"Tres"|"IT"|"Italy"|644|"Europe/Rome"|"46.32179"|"11.09654"
"Tresana"|"Tresana"|"IT"|"Italy"|99|"Europe/Rome"|"44.25425"|"9.91288"
"Trescine"|"Trescine"|"IT"|"Italy"|9509|"Europe/Rome"|"41.02256"|"14.62039"
"Trescore Balneario"|"Trescore Balneario"|"IT"|"Italy"|8479|"Europe/Rome"|"45.69409"|"9.84173"
"Trescore Cremasco"|"Trescore Cremasco"|"IT"|"Italy"|2826|"Europe/Rome"|"45.40298"|"9.62278"
"Tresigallo-Final di Rero"|"Tresigallo-Final di Rero"|"IT"|"Italy"|3942|"Europe/Rome"|"44.81598"|"11.89472"
"Tresivio"|"Tresivio"|"IT"|"Italy"|1876|"Europe/Rome"|"46.17569"|"9.94255"
"Tresnuraghes"|"Tresnuraghes"|"IT"|"Italy"|1004|"Europe/Rome"|"40.25235"|"8.52092"
"Trestina"|"Trestina"|"IT"|"Italy"|1806|"Europe/Rome"|"43.36597"|"12.23701"
"Trevenzuolo"|"Trevenzuolo"|"IT"|"Italy"|1262|"Europe/Rome"|"45.26974"|"10.93386"
"Trevi"|"Trevi"|"IT"|"Italy"|4906|"Europe/Rome"|"42.87769"|"12.74938"
"Trevi nel Lazio"|"Trevi nel Lazio"|"IT"|"Italy"|851|"Europe/Rome"|"41.86258"|"13.24793"
"Trevico"|"Trevico"|"IT"|"Italy"|356|"Europe/Rome"|"41.04808"|"15.23292"
"Treviglio"|"Treviglio"|"IT"|"Italy"|24937|"Europe/Rome"|"45.52081"|"9.59102"
"Trevignano"|"Trevignano"|"IT"|"Italy"|2179|"Europe/Rome"|"45.7367"|"12.06719"
"Trevignano Romano"|"Trevignano Romano"|"IT"|"Italy"|3515|"Europe/Rome"|"42.1602"|"12.23775"
"Treville"|"Treville"|"IT"|"Italy"|180|"Europe/Rome"|"45.09685"|"8.35954"
"Treviolo"|"Treviolo"|"IT"|"Italy"|9266|"Europe/Rome"|"45.67368"|"9.61195"
"Treviso"|"Treviso"|"IT"|"Italy"|85760|"Europe/Rome"|"45.66673"|"12.2416"
"Trezzano Rosa"|"Trezzano Rosa"|"IT"|"Italy"|4632|"Europe/Rome"|"45.58228"|"9.48567"
"Trezzano sul Naviglio"|"Trezzano sul Naviglio"|"IT"|"Italy"|20001|"Europe/Rome"|"45.42212"|"9.06342"
"Trezzo Tinella"|"Trezzo Tinella"|"IT"|"Italy"|55|"Europe/Rome"|"44.67704"|"8.10754"
"Trezzo sull'Adda"|"Trezzo sull'Adda"|"IT"|"Italy"|11782|"Europe/Rome"|"45.60523"|"9.51417"
"Trezzone"|"Trezzone"|"IT"|"Italy"|202|"Europe/Rome"|"46.17159"|"9.35184"
"Tribano"|"Tribano"|"IT"|"Italy"|3246|"Europe/Rome"|"45.20912"|"11.83639"
"Tribiano"|"Tribiano"|"IT"|"Italy"|3095|"Europe/Rome"|"45.41323"|"9.37693"
"Tribogna"|"Tribogna"|"IT"|"Italy"|538|"Europe/Rome"|"44.41655"|"9.19557"
"Tricarico"|"Tricarico"|"IT"|"Italy"|4771|"Europe/Rome"|"40.61458"|"16.14259"
"Tricase"|"Tricase"|"IT"|"Italy"|13702|"Europe/Rome"|"39.93018"|"18.35421"
"Tricerro"|"Tricerro"|"IT"|"Italy"|691|"Europe/Rome"|"45.2357"|"8.32746"
"Tricesimo"|"Tricesimo"|"IT"|"Italy"|5590|"Europe/Rome"|"46.16058"|"13.21566"
"Trichiana"|"Trichiana"|"IT"|"Italy"|2250|"Europe/Rome"|"46.0813"|"12.14091"
"Triei"|"Triei"|"IT"|"Italy"|960|"Europe/Rome"|"40.03498"|"9.63995"
"Trieste"|"Trieste"|"IT"|"Italy"|204338|"Europe/Rome"|"45.64953"|"13.77678"
"Triggiano"|"Triggiano"|"IT"|"Italy"|26811|"Europe/Rome"|"41.06549"|"16.92501"
"Triginto"|"Triginto"|"IT"|"Italy"|1153|"Europe/Rome"|"45.40223"|"9.32512"
"Trigolo"|"Trigolo"|"IT"|"Italy"|1676|"Europe/Rome"|"45.32997"|"9.81415"
"Trinita"|"Trinità"|"IT"|"Italy"|1421|"Europe/Rome"|"44.5073"|"7.75637"
"Trinita d'Agultu"|"Trinità d'Agultu"|"IT"|"Italy"|1287|"Europe/Rome"|"40.98589"|"8.91377"
"Trinita d'Agultu e Vignola"|"Trinità d'Agultu e Vignola"|"IT"|"Italy"|2026|"Europe/Rome"|"40.98377"|"8.91562"
"Trinitapoli"|"Trinitapoli"|"IT"|"Italy"|13885|"Europe/Rome"|"41.35654"|"16.08924"
"Trino"|"Trino"|"IT"|"Italy"|6953|"Europe/Rome"|"45.19538"|"8.29621"
"Triora"|"Triora"|"IT"|"Italy"|272|"Europe/Rome"|"43.99309"|"7.76369"
"Tripi"|"Tripi"|"IT"|"Italy"|365|"Europe/Rome"|"38.04673"|"15.0967"
"Triscina"|"Triscina"|"IT"|"Italy"|1353|"Europe/Rome"|"37.58717"|"12.78912"
"Trisobbio"|"Trisobbio"|"IT"|"Italy"|280|"Europe/Rome"|"44.66063"|"8.58621"
"Trissino"|"Trissino"|"IT"|"Italy"|6255|"Europe/Rome"|"45.55994"|"11.37678"
"Triuggio"|"Triuggio"|"IT"|"Italy"|4226|"Europe/Rome"|"45.66144"|"9.26691"
"Trivento"|"Trivento"|"IT"|"Italy"|1804|"Europe/Rome"|"41.77004"|"14.54613"
"Trivero-Prativero-Ponzone"|"Trivero-Prativero-Ponzone"|"IT"|"Italy"|3970|"Europe/Rome"|"45.66047"|"8.17402"
"Trivigliano"|"Trivigliano"|"IT"|"Italy"|254|"Europe/Rome"|"41.77572"|"13.2723"
"Trivignano"|"Trivignano"|"IT"|"Italy"|2227|"Europe/Rome"|"45.53197"|"12.18687"
"Trivignano Udinese"|"Trivignano Udinese"|"IT"|"Italy"|944|"Europe/Rome"|"45.94601"|"13.34019"
"Trivigno"|"Trivigno"|"IT"|"Italy"|625|"Europe/Rome"|"40.58015"|"15.98857"
"Trivolzio"|"Trivolzio"|"IT"|"Italy"|2020|"Europe/Rome"|"45.25846"|"9.04275"
"Trodena"|"Trodena"|"IT"|"Italy"|658|"Europe/Rome"|"46.32181"|"11.34982"
"Trodica"|"Trodica"|"IT"|"Italy"|4397|"Europe/Rome"|"43.27458"|"13.59369"
"Trofarello"|"Trofarello"|"IT"|"Italy"|10763|"Europe/Rome"|"44.98238"|"7.74688"
"Troia"|"Troia"|"IT"|"Italy"|6614|"Europe/Rome"|"41.36428"|"15.3173"
"Troina / Draginai"|"Troina / Draginai"|"IT"|"Italy"|9081|"Europe/Rome"|"37.78437"|"14.59605"
"Tromello"|"Tromello"|"IT"|"Italy"|3393|"Europe/Rome"|"45.2089"|"8.87054"
"Tronca"|"Tronca"|"IT"|"Italy"|1711|"Europe/Rome"|"39.24617"|"17.10582"
"Trontano"|"Trontano"|"IT"|"Italy"|465|"Europe/Rome"|"46.12248"|"8.33322"
"Tronzano Lago Maggiore"|"Tronzano Lago Maggiore"|"IT"|"Italy"|171|"Europe/Rome"|"46.08871"|"8.7331"
"Tronzano Vercellese"|"Tronzano Vercellese"|"IT"|"Italy"|2997|"Europe/Rome"|"45.34226"|"8.17368"
"Tropea"|"Tropea"|"IT"|"Italy"|6489|"Europe/Rome"|"38.67449"|"15.89505"
"Troviggiano"|"Troviggiano"|"IT"|"Italy"|1085|"Europe/Rome"|"43.37868"|"13.25022"
"Trovo"|"Trovo"|"IT"|"Italy"|879|"Europe/Rome"|"45.28296"|"9.03545"
"Truccazzano"|"Truccazzano"|"IT"|"Italy"|1864|"Europe/Rome"|"45.48455"|"9.4695"
"Tubre"|"Tubre"|"IT"|"Italy"|723|"Europe/Rome"|"46.64403"|"10.46328"
"Tuenno"|"Tuenno"|"IT"|"Italy"|2349|"Europe/Rome"|"46.32844"|"11.02306"
"Tufara"|"Tufara"|"IT"|"Italy"|845|"Europe/Rome"|"41.48203"|"14.94654"
"Tufillo"|"Tufillo"|"IT"|"Italy"|462|"Europe/Rome"|"41.91685"|"14.62558"
"Tufino"|"Tufino"|"IT"|"Italy"|2514|"Europe/Rome"|"40.95586"|"14.56568"
"Tufo"|"Tufo"|"IT"|"Italy"|691|"Europe/Rome"|"41.01262"|"14.81784"
"Tuglie"|"Tuglie"|"IT"|"Italy"|5100|"Europe/Rome"|"40.07346"|"18.09872"
"Tuili"|"Tuili"|"IT"|"Italy"|1062|"Europe/Rome"|"39.71477"|"8.9602"
"Tula"|"Tula"|"IT"|"Italy"|1495|"Europe/Rome"|"40.73246"|"8.98392"
"Tuoro sul Trasimeno"|"Tuoro sul Trasimeno"|"IT"|"Italy"|2306|"Europe/Rome"|"43.20654"|"12.07465"
"Turania"|"Turania"|"IT"|"Italy"|239|"Europe/Rome"|"42.13517"|"13.00983"
"Turano Lodigiano"|"Turano Lodigiano"|"IT"|"Italy"|1227|"Europe/Rome"|"45.24785"|"9.62221"
"Turate"|"Turate"|"IT"|"Italy"|8581|"Europe/Rome"|"45.65727"|"9.00424"
"Turbigo"|"Turbigo"|"IT"|"Italy"|7268|"Europe/Rome"|"45.53076"|"8.73671"
"Turi"|"Turi"|"IT"|"Italy"|11813|"Europe/Rome"|"40.91657"|"17.02038"
"Turin"|"Turin"|"IT"|"Italy"|847287|"Europe/Rome"|"45.07049"|"7.68682"
"Turri"|"Turri"|"IT"|"Italy"|436|"Europe/Rome"|"39.70476"|"8.91656"
"Turriaco"|"Turriaco"|"IT"|"Italy"|2749|"Europe/Rome"|"45.82119"|"13.44369"
"Turrivalignani"|"Turrivalignani"|"IT"|"Italy"|211|"Europe/Rome"|"42.26296"|"14.02852"
"Tursi"|"Tursi"|"IT"|"Italy"|4377|"Europe/Rome"|"40.24651"|"16.4714"
"Tusa"|"Tusa"|"IT"|"Italy"|1948|"Europe/Rome"|"37.98385"|"14.23606"
"Tuscania"|"Tuscania"|"IT"|"Italy"|7226|"Europe/Rome"|"42.41889"|"11.86846"
"Tuturano"|"Tuturano"|"IT"|"Italy"|3045|"Europe/Rome"|"40.54474"|"17.94754"
"Ubiale"|"Ubiale"|"IT"|"Italy"|793|"Europe/Rome"|"45.7835"|"9.6165"
"Ubiale Clanezzo"|"Ubiale Clanezzo"|"IT"|"Italy"|1272|"Europe/Rome"|"45.78368"|"9.61935"
"Uboldo"|"Uboldo"|"IT"|"Italy"|9762|"Europe/Rome"|"45.61527"|"9.00394"
"Ucria"|"Ucria"|"IT"|"Italy"|940|"Europe/Rome"|"38.04624"|"14.88087"
"Udine"|"Udine"|"IT"|"Italy"|100170|"Europe/Rome"|"46.0693"|"13.23715"
"Ugento"|"Ugento"|"IT"|"Italy"|8875|"Europe/Rome"|"39.92724"|"18.15832"
"Uggia-Pazzera-Bizzarrino"|"Uggia-Pazzera-Bizzarrino"|"IT"|"Italy"|1375|"Europe/Rome"|"43.83434"|"10.83154"
"Uggiano Montefusco"|"Uggiano Montefusco"|"IT"|"Italy"|1667|"Europe/Rome"|"40.38612"|"17.6046"
"Uggiano la Chiesa"|"Uggiano la Chiesa"|"IT"|"Italy"|3294|"Europe/Rome"|"40.10091"|"18.44872"
"Uggiate Trevano"|"Uggiate Trevano"|"IT"|"Italy"|3668|"Europe/Rome"|"45.82338"|"8.95964"
"Ula Tirso"|"Ulà Tirso"|"IT"|"Italy"|579|"Europe/Rome"|"40.0457"|"8.90326"
"Ulassai"|"Ulassai"|"IT"|"Italy"|1491|"Europe/Rome"|"39.81033"|"9.49962"
"Uliveto Terme"|"Uliveto Terme"|"IT"|"Italy"|1337|"Europe/Rome"|"43.69609"|"10.51728"
"Ultimo - Ulten"|"Ultimo - Ulten"|"IT"|"Italy"|3006|"Europe/Rome"|"46.54832"|"11.00417"
"Umbertide"|"Umbertide"|"IT"|"Italy"|11040|"Europe/Rome"|"43.30341"|"12.33749"
"Umbriatico"|"Umbriatico"|"IT"|"Italy"|456|"Europe/Rome"|"39.35336"|"16.91798"
"Urago d'Oglio"|"Urago d'Oglio"|"IT"|"Italy"|3506|"Europe/Rome"|"45.51598"|"9.86966"
"Uras"|"Uras"|"IT"|"Italy"|2787|"Europe/Rome"|"39.69799"|"8.70143"
"Urbana"|"Urbana"|"IT"|"Italy"|1313|"Europe/Rome"|"45.19278"|"11.4449"
"Urbania"|"Urbania"|"IT"|"Italy"|5499|"Europe/Rome"|"43.66832"|"12.52093"
"Urbe"|"Urbe"|"IT"|"Italy"|869|"Europe/Rome"|"44.48714"|"8.58615"
"Urbino"|"Urbino"|"IT"|"Italy"|5858|"Europe/Rome"|"43.72621"|"12.63633"
"Urbisaglia"|"Urbisaglia"|"IT"|"Italy"|1862|"Europe/Rome"|"43.19304"|"13.37474"
"Urgnano"|"Urgnano"|"IT"|"Italy"|7914|"Europe/Rome"|"45.59943"|"9.69473"
"Uri"|"Uri"|"IT"|"Italy"|2996|"Europe/Rome"|"40.63841"|"8.48881"
"Ururi"|"Ururi"|"IT"|"Italy"|2565|"Europe/Rome"|"41.81518"|"15.01611"
"Urzulei"|"Urzulei"|"IT"|"Italy"|1272|"Europe/Rome"|"40.09284"|"9.508"
"Uscio"|"Uscio"|"IT"|"Italy"|2163|"Europe/Rome"|"44.41233"|"9.16227"
"Usellus"|"Usellus"|"IT"|"Italy"|623|"Europe/Rome"|"39.80833"|"8.85167"
"Usini"|"Usini"|"IT"|"Italy"|4186|"Europe/Rome"|"40.66416"|"8.53919"
"Usmate-Velate"|"Usmate-Velate"|"IT"|"Italy"|9059|"Europe/Rome"|"45.64798"|"9.36245"
"Ussana"|"Ussana"|"IT"|"Italy"|4216|"Europe/Rome"|"39.39374"|"9.07496"
"Ussaramanna"|"Ussaramanna"|"IT"|"Italy"|553|"Europe/Rome"|"39.6925"|"8.9085"
"Ussassai"|"Ussassai"|"IT"|"Italy"|599|"Europe/Rome"|"39.80998"|"9.39508"
"Usseaux"|"Usseaux"|"IT"|"Italy"|56|"Europe/Rome"|"45.04894"|"7.02851"
"Usseglio"|"Usseglio"|"IT"|"Italy"|142|"Europe/Rome"|"45.23274"|"7.21993"
"Ustica"|"Ustica"|"IT"|"Italy"|819|"Europe/Rome"|"38.70985"|"13.19293"
"Uta"|"Uta"|"IT"|"Italy"|6831|"Europe/Rome"|"39.29186"|"8.95234"
"Uzzano"|"Uzzano"|"IT"|"Italy"|152|"Europe/Rome"|"43.89728"|"10.70403"
"Vaccarizzo Albanese"|"Vaccarizzo Albanese"|"IT"|"Italy"|1030|"Europe/Rome"|"39.5854"|"16.43289"
"Vacchereccia"|"Vacchereccia"|"IT"|"Italy"|1049|"Europe/Rome"|"43.56099"|"11.50131"
"Vaccheria"|"Vaccheria"|"IT"|"Italy"|1104|"Europe/Rome"|"44.727"|"8.04295"
"Vacone"|"Vacone"|"IT"|"Italy"|128|"Europe/Rome"|"42.381"|"12.64504"
"Vacri"|"Vacri"|"IT"|"Italy"|327|"Europe/Rome"|"42.29764"|"14.22901"
"Vada"|"Vada"|"IT"|"Italy"|3461|"Europe/Rome"|"43.35264"|"10.45564"
"Vadena"|"Vadena"|"IT"|"Italy"|44|"Europe/Rome"|"46.41361"|"11.30498"
"Vado"|"Vado"|"IT"|"Italy"|2001|"Europe/Rome"|"44.31689"|"11.25851"
"Vado Centro"|"Vado Centro"|"IT"|"Italy"|5276|"Europe/Rome"|"44.26857"|"8.43225"
"Vado Ligure"|"Vado Ligure"|"IT"|"Italy"|7991|"Europe/Rome"|"44.26913"|"8.43375"
"Vadue"|"Vadue"|"IT"|"Italy"|1336|"Europe/Rome"|"39.2806"|"16.22875"
"Vaglia"|"Vaglia"|"IT"|"Italy"|885|"Europe/Rome"|"43.9107"|"11.27997"
"Vaglio Basilicata"|"Vaglio Basilicata"|"IT"|"Italy"|1534|"Europe/Rome"|"40.66643"|"15.91434"
"Vaglio Serra"|"Vaglio Serra"|"IT"|"Italy"|151|"Europe/Rome"|"44.79635"|"8.33894"
"Vago"|"Vago"|"IT"|"Italy"|4000|"Europe/Rome"|"45.41986"|"11.1302"
"Vaiano"|"Vaiano"|"IT"|"Italy"|8243|"Europe/Rome"|"43.96792"|"11.12374"
"Vaiano Cremasco"|"Vaiano Cremasco"|"IT"|"Italy"|3798|"Europe/Rome"|"45.37133"|"9.58793"
"Vaie"|"Vaie"|"IT"|"Italy"|1450|"Europe/Rome"|"45.10234"|"7.28941"
"Vailate"|"Vailate"|"IT"|"Italy"|4357|"Europe/Rome"|"45.46231"|"9.60326"
"Vairano-Patenora"|"Vairano-Patenora"|"IT"|"Italy"|2963|"Europe/Rome"|"41.33702"|"14.13112"
"Vajont"|"Vajont"|"IT"|"Italy"|1715|"Europe/Rome"|"46.14534"|"12.69647"
"Val Masino"|"Val Masino"|"IT"|"Italy"|963|"Europe/Rome"|"46.21519"|"9.63804"
"Val Rezzo"|"Val Rezzo"|"IT"|"Italy"|182|"Europe/Rome"|"46.07268"|"9.11183"
"Val della Torre"|"Val della Torre"|"IT"|"Italy"|3529|"Europe/Rome"|"45.15515"|"7.44501"
"Val di Cava"|"Val di Cava"|"IT"|"Italy"|1146|"Europe/Rome"|"43.63832"|"10.64896"
"Valbrona"|"Valbrona"|"IT"|"Italy"|2451|"Europe/Rome"|"45.87738"|"9.29884"
"Valcanneto"|"Valcanneto"|"IT"|"Italy"|3764|"Europe/Rome"|"41.95078"|"12.15734"
"Valda"|"Valda"|"IT"|"Italy"|214|"Europe/Rome"|"46.20721"|"11.26488"
"Valdagno"|"Valdagno"|"IT"|"Italy"|22555|"Europe/Rome"|"45.64498"|"11.29886"
"Valdaora di Mezzo"|"Valdaora di Mezzo"|"IT"|"Italy"|1668|"Europe/Rome"|"46.76027"|"12.02951"
"Valdengo"|"Valdengo"|"IT"|"Italy"|1986|"Europe/Rome"|"45.56706"|"8.13832"
"Valderice"|"Valderice"|"IT"|"Italy"|6827|"Europe/Rome"|"38.04005"|"12.61505"
"Valdieri"|"Valdieri"|"IT"|"Italy"|500|"Europe/Rome"|"44.27763"|"7.39763"
"Valdina"|"Valdina"|"IT"|"Italy"|356|"Europe/Rome"|"38.19351"|"15.3698"
"Valdisotto"|"Valdisotto"|"IT"|"Italy"|3217|"Europe/Rome"|"46.43441"|"10.35695"
"Valdobbiadene"|"Valdobbiadene"|"IT"|"Italy"|6307|"Europe/Rome"|"45.89689"|"11.98245"
"Valdottavo"|"Valdottavo"|"IT"|"Italy"|1248|"Europe/Rome"|"43.94187"|"10.48115"
"Valduggia"|"Valduggia"|"IT"|"Italy"|1257|"Europe/Rome"|"45.72722"|"8.3273"
"Valeggio"|"Valeggio"|"IT"|"Italy"|191|"Europe/Rome"|"45.15065"|"8.86132"
"Valeggio sul Mincio"|"Valeggio sul Mincio"|"IT"|"Italy"|8641|"Europe/Rome"|"45.35333"|"10.73635"
"Valentano"|"Valentano"|"IT"|"Italy"|2809|"Europe/Rome"|"42.56377"|"11.82748"
"Valentino"|"Valentino"|"IT"|"Italy"|224|"Europe/Rome"|"45.15558"|"8.09391"
"Valenza"|"Valenza"|"IT"|"Italy"|17305|"Europe/Rome"|"45.01242"|"8.64379"
"Valenzano"|"Valenzano"|"IT"|"Italy"|16101|"Europe/Rome"|"41.04376"|"16.88491"
"Valenzatico"|"Valenzatico"|"IT"|"Italy"|1901|"Europe/Rome"|"43.8668"|"10.96497"
"Valera Fratta"|"Valera Fratta"|"IT"|"Italy"|1563|"Europe/Rome"|"45.25717"|"9.33615"
"Valfabbrica"|"Valfabbrica"|"IT"|"Italy"|1534|"Europe/Rome"|"43.15784"|"12.60202"
"Valfenera"|"Valfenera"|"IT"|"Italy"|1499|"Europe/Rome"|"44.90175"|"7.96433"
"Valfloriana"|"Valfloriana"|"IT"|"Italy"|567|"Europe/Rome"|"46.24971"|"11.34308"
"Valganna"|"Valganna"|"IT"|"Italy"|1462|"Europe/Rome"|"45.90228"|"8.82333"
"Valgatara"|"Valgatara"|"IT"|"Italy"|1186|"Europe/Rome"|"45.53467"|"10.91191"
